X,orf_length_aa,PFams,PFams_desc,st1_200m,st1_400m,st1_50m,st1_90m,st1_120m,st1_300m,st3_40m,st3_60m,st3_120m,st3_150m,st3_200m,st3_250m,st3_300m,st3_400m,st3_500m,st3_550m,st3_600m,st3_800m,st5_20m,st5_80m,st5_120m,st5_200m,st5_50m,st5_300m,st5_400m,st5_500m,st5_600m,st6_40m,st6_80m,st6_200m,st8_40m,st8_70m,st8_200m,st9_40m,st9_70m,st9_380m,st12_40m,st12_120m,st12_300m,st12_1900m
contig_33916_159_818_-,220,PF01036,Bacteriorhodopsin-like protein,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
contig_496272_50_752_+,234.3333333,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_510742_132_573_-,147.3333333,PF01036,Bacteriorhodopsin-like protein,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,1,0,0,1,0,0
contig_644414_1_498_-,166,PF01036,Bacteriorhodopsin-like protein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
contig_648084_1_532_-,177.3333333,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_658399_96_839_-,248,PF01036,Bacteriorhodopsin-like protein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
contig_688620_1_408_+,136,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,1,0,0
contig_718223_1_753_-,251,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
contig_768525_1_673_+,224.3333333,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0
contig_898697_1_615_-,205,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_1493186_231_1012_-,260.6666667,PF01036,Bacteriorhodopsin-like protein,0,0,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,0,0
contig_1579061_1_309_+,103,PF01036,Bacteriorhodopsin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,1,0,0,0,0,0,0,0,0
contig_1329795_1_409_-,136.3333333,PF01053,Cys/Met metabolism PLP-dependent enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
contig_1619119_1_999_+,333,PF01053,Cys/Met metabolism PLP-dependent enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,5,0,2,3,1,1,1,0,0,2,2
contig_2048932_1_880_-,293.3333333,PF01116,Fructose-bisphosphate aldolase class-II||Fructose-bisphosphate aldolase class-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1618474_1_1042_+,347.3333333,PF01266,FAD dependent oxidoreductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_1772429_1_354_+,118,PF01368,DHH family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1978649_82_1005_-,308,PF01370,NAD dependent epimerase/dehydratase family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1128075_420_674_+,85,PF01423,LSM domain ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
contig_414865_372_769_-,132.6666667,PF01775,Ribosomal L18ae/LX protein domain,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,1,0,0
contig_1798846_1_967_-,322.3333333,PF01822,WSC domain,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
contig_1808929_1_747_-,249,PF01822,WSC domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
contig_1741517_406_714_-,103,PF01918,Alba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
contig_1804094_1_313_-,104.3333333,PF01918,Alba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0
contig_1552236_266_682_+,139,PF01918,Alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
contig_1739531_1_243_+,81,PF01918,Alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_384716_1_316_-,105.3333333,PF01918,Alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
contig_1321828_90_1042_-,317.6666667,PF01992,ATP synthase (C/AC39) subunit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
contig_548806_20_442_-,141,PF01992,ATP synthase (C/AC39) subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_667870_31_513_-,161,PF01992,ATP synthase (C/AC39) subunit,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,2,2,2,2,0,0
contig_1401437_1_741_-,247,PF01992,ATP synthase (C/AC39) subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,0,2,0,0,1,0,0,0,0
contig_2049647_1_1028_+,342.6666667,PF02347,Glycine cleavage system P-protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_1221276_1_521_+,173.6666667,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,0,0,0,0,2,2,0,1,0,0,3,0,0,1,0,0
contig_1252314_1_638_+,212.6666667,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_1504396_1_430_+,143.3333333,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,2,0,1,0,1,0,4,0,1,3,0,0
contig_1800532_1_324_+,108,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
contig_1858951_276_795_-,173.3333333,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,1,1,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0
contig_1992525_1_350_+,116.6666667,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,2,2,0,0,1,4,8,0,0,0,0,0,0,0,0,3,10,13,0,5,0,0,0,0,3,8,6,3,9,0,0,7,0,0,4,0,0
contig_2052885_1_570_-,190,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,7,13,0,2,0,0,0,0,0,2,0,0,0,0,0,9,1,0,3,0,0
contig_472373_1_301_+,100.3333333,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_4816_1_307_+,102.3333333,PF02429,Peridinin-chlorophyll A binding protein,0,0,1,1,1,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,2,2,0,5,0,0,4,0,0
contig_669469_191_550_+,120,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0
contig_9681_319_987_-,223,PF02429,Peridinin-chlorophyll A binding protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,9,6,0,4,4,0,0,3,0,0,0,0,0
contig_803502_475_1094_+,206.6666667,PF02492,"CobW/HypB/UreG, nucleotide-binding domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,2,0,3,1,0,0,2,0,3,2,0,0
contig_1332928_1_857_-,285.6666667,PF02629,CoA binding domain||CoA-ligase,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1796043_1_987_-,329,PF02772,"S-adenosylmethionine synthetase, central domain||S-adenosylmethionine synthetase, C-terminal domain",14,8,12,10,9,8,1,3,1,1,1,2,0,0,1,1,1,1,5,2,1,0,7,0,9,10,7,7,10,13,10,13,6,7,14,5,11,12,7,11
contig_1713954_596_1541_-,315.3333333,PF02772,"S-adenosylmethionine synthetase, central domain||S-adenosylmethionine synthetase, C-terminal domain",0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,4,10,0,2
contig_1509653_1_293_+,97.66666667,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1650653_1_455_+,151.6666667,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,1,2,1,0,2,2,2,1,2,1,2,1,0,1,1,1,2,2,1,2,2,0,2,2,2,3,4,1,1,1,2,0,1,0,1,1,1,0
contig_1755253_1_274_+,91.33333333,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,3,2,1,0,1,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,2,0,1,1,1,3,2,1,1,1,1,0,2,0,1,1,0,0
contig_483725_193_741_-,183,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,1,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,1,2,3,0,0,1,0,2,1,0,0
contig_389541_1_557_+,185.6666667,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,1,1,0,3,0,1,1,0,1
contig_389542_1_552_+,184,PF02800,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0
contig_1611401_435_772_+,112.6666667,PF02801,"Beta-ketoacyl synthase, C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
contig_856663_1_705_-,235,PF02807,"ATP:guanido phosphotransferase, N-terminal domain||ATP:guanido phosphotransferase, C-terminal catalytic domain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
contig_1477901_227_646_+,140,PF02823,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
contig_1488811_170_441_+,90.66666667,PF02874,"ATP synthase alpha/beta family, beta-barrel domain",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_1488412_1_430_-,143.3333333,PF02874,"ATP synthase alpha/beta family, beta-barrel domain",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,5,3,1,0,3,1,0,3,0,0,3,0,0
contig_666555_1_979_+,326.3333333,PF02874,"ATP synthase alpha/beta family, beta-barrel domain||ATP synthase alpha/beta family, nucleotide-binding domain",3,0,13,11,5,0,2,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,3,3,5,11,12,7,6,12,5,0,11,1,9,10,5,2
contig_2023787_1_918_-,306,PF02990,Endomembrane protein 70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0
contig_1206176_3208_4023_+,272,PF03030,Inorganic H+ pyrophosphatase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
contig_1321295_206_685_-,160,PF03030,Inorganic H+ pyrophosphatase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,1,0,0,1,0,0
contig_1324835_1_1162_+,387.3333333,PF03030,Inorganic H+ pyrophosphatase,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0
contig_1772442_417_959_+,181,PF03030,Inorganic H+ pyrophosphatase,0,0,3,7,6,0,1,4,1,3,2,0,0,0,0,0,0,0,6,4,4,1,7,0,0,0,0,7,10,0,2,7,0,0,6,0,8,5,0,0
contig_1984205_257_1024_+,256,PF03030,Inorganic H+ pyrophosphatase,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_716176_1068_2030_+,321,PF03030,Inorganic H+ pyrophosphatase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
contig_1292703_1_1765_+,588.3333333,PF03030,Inorganic H+ pyrophosphatase,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_2128115_1_469_-,156.3333333,PF03069,Acetamidase/Formamidase family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_360711_1_942_+,314,PF03069,Acetamidase/Formamidase family,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,6,0,2,3,0,5,1,0,4,3,1
contig_1312461_1_374_+,124.6666667,PF03069,Acetamidase/Formamidase family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
contig_1870001_1_923_-,307.6666667,PF03069,Acetamidase/Formamidase family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_336402_1_887_+,295.6666667,PF03176,MMPL family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_42615_51_422_-,124,PF03259,Roadblock/LC7 domain,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
contig_1300130_1_682_+,227.3333333,PF03328,HpcH/HpaI aldolase/citrate lyase family,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
contig_1868904_228_1100_+,291,PF03328,HpcH/HpaI aldolase/citrate lyase family,0,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,2,1,0,0,1,0,1,1,0,0
contig_1977101_113_667_-,185,PF03931,"Skp1 family, tetramerisation domain||Skp1 family, dimerisation domain",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,3,3,1,1,2,0,1,0,1,1,2,0
contig_2072344_38_957_-,306.6666667,PF03951,"Glutamine synthetase, beta-Grasp domain||Glutamine synthetase, catalytic domain",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1460378_1_983_-,327.6666667,PF03952,"Enolase, N-terminal domain||Enolase, C-terminal TIM barrel domain",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
contig_1714820_1_981_+,327,PF03952,"Enolase, N-terminal domain||Enolase, C-terminal TIM barrel domain",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0
contig_1796926_1_1103_+,367.6666667,PF03952,"Enolase, N-terminal domain||Enolase, C-terminal TIM barrel domain",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
contig_1900164_1_309_-,103,PF03953,Tubulin C-terminal domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,1,4,0,0,0,0,1,1,0,4,2,2
contig_2089437_1_341_+,113.6666667,PF03953,Tubulin C-terminal domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0
contig_666630_1_452_-,150.6666667,PF03953,Tubulin C-terminal domain,0,0,0,1,1,0,0,2,3,1,5,2,2,1,1,0,2,0,0,2,4,3,1,4,3,2,2,1,2,1,0,1,1,0,1,0,0,1,2,0
contig_666069_559_1792_-,411.3333333,PF03971,Monomeric isocitrate dehydrogenase,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,1,3,0,0,2,0,0,1,0,0
contig_1222473_1117_1824_+,236,PF04142,Nucleotide-sugar transporter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,2,1,2,0,1,1,0,0,0,0
contig_1547025_1_606_-,202,PF04977,Septum formation initiator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
contig_3300_1_507_-,169,PF05221,S-adenosyl-L-homocysteine hydrolase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2058744_1_2042_+,680.6666667,PF05222,"Alanine dehydrogenase/PNT, N-terminal domain||Alanine dehydrogenase/PNT, C-terminal domain||PF12769||NAD(P) transhydrogenase beta subunit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
contig_1187103_998_1882_-,295,PF05548,Gametolysin peptidase M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
contig_1986732_187_1059_-,291,PF06068,TIP49 C-terminus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
contig_1774881_265_714_+,150,PF07650,KH domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
contig_1526186_1_756_-,252,PF07692,Low iron-inducible periplasmic protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0
contig_1772044_1_1022_-,340.6666667,PF07692,Low iron-inducible periplasmic protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
contig_1818112_875_1780_-,302,PF08442,ATP-grasp domain,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,1,1,0,1,0,1,0,0,0
contig_340882_28_972_-,315,PF08442_PF00549,ATP-grasp domain||CoA-ligase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,1,0,0,0,0,0
contig_388358_1_585_+,195,PF10211,Axonemal dynein light chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
contig_1697111_70_444_-,125,PF10274,Parkin co-regulated protein,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
contig_1916025_1_434_+,144.6666667,PF10274,Parkin co-regulated protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_666275_1_411_-,137,PF12314,Inner membrane complex protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0
contig_2043443_3098_4015_+,306,PF12769_PF02233,PF12769||NAD(P) transhydrogenase beta subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_1321932_1_754_-,251.3333333,PF12774,PF12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_716529_1_625_+,208.3333333,PF12774,PF12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0
contig_1483819_1222_1581_+,120,PF13499,EF-hand domain pair,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1999568_1_669_+,223,PF13583,PF13583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_1346799_1_769_+,256.3333333,PF00183,PF13589||Hsp90 protein,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
contig_1727684_1_1100_+,366.6666667,PF00183,PF13589||Hsp90 protein,2,0,7,7,5,0,5,8,1,1,1,2,2,0,0,1,4,1,7,2,1,1,3,2,3,4,3,9,10,11,11,10,6,5,11,7,10,7,1,7
contig_19711_1_664_-,221.3333333,PF00183,PF13589||Hsp90 protein,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_472244_169_929_+,253.6666667,PF00183,PF13589||Hsp90 protein,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,1
contig_1372874_152_988_-,279,PF13833,PF13833||Sodium/calcium exchanger protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_1270628_1_914_-,304.6666667,PF13833,PF13838||Region in Clathrin and VPS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
contig_1879347_1_822_+,274,PF01747,PF14306||ATP-sulfurylase,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
contig_1384030_384_1088_+,235,PF14521,Lysine-specific metallo-endopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_103400_1_1327_-,442.3333333,,,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,1,1,4,1,0,2,0,1,0,0,0
contig_105627_1_696_-,232,,,0,0,0,0,0,0,3,2,2,0,1,0,1,0,0,0,0,0,0,3,2,1,0,2,0,0,0,1,2,1,1,2,1,0,2,0,2,2,0,0
